titles,links,text,prices
Leica Summicron 35mm f/2 V1 8 element,https://fotohandeldelfshaven.nl/product/leica-summicron-35mm-f-2-v1-8-element/,"
Leica Summicron 35mm f/2 V1 8 element

Price:   SoldThe lens comes in good condition with regular signs of use on the lens barrel, mainly some marks and scratches on the lens barrel. Glass is in good condition with some light dust. Focus is smooth but a little bit on the heavy side. Aperture works fine and moves smoothly.  .....
Read moreLeica Summicron 35mm f/2 V1 8 elementMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Summarit-M 50mm f/2.4 Silver Boxed,https://fotohandeldelfshaven.nl/product/leica-summarit-m-50mm-f-2-4-silver-boxed/,"
Leica Summarit-M 50mm f/2.4 Silver Boxed

Price:   SoldThe lens is in like new condition. Minimal marks of previous use under close inspection. Focus is buttery smooth just like like the aperture. Comes with original caps, hood and packaging. Has 6 bit encoding. We can rate this lens 9.5 out of 10.
Read moreLeica Summarit-M 50mm f/2.4 Silver BoxedMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Dallmeyer 2B,https://fotohandeldelfshaven.nl/product/dallmeyer-2b/,"
Dallmeyer 2B

Price:   SoldA Dallmeyer 2B lens in worn condition. Heavy patina to brass and some bumps to lens hood and back. Good glass, few minor marks. RoP turns, bit irregular. Comes with flange. Focal lenght 210mm . Early copy not yet marked 2B patent but it pops up in the Dallmeyer archives  .....
Read moreDallmeyer 2BMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Angenieux 0.95 / 25mm,https://fotohandeldelfshaven.nl/product/angenieux-0-95-25mm/,"
Angenieux 0.95 / 25mm

Price:   SoldThe lens comes in good condition with normal signs of previous use. The focus is smooth. Aperture works correctly. Good glass but has a lot of dust specs on the front element and maybe also some coating deterioation. Some marks on barrel. Still usable though. We can rate this lens  .....
Read moreAngenieux 0.95 / 25mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Contax S2 + Zeiss Planar 1.4 / 50mm,https://fotohandeldelfshaven.nl/product/contax-s2-zeiss-planar-1-4-50mm/,"
Contax S2 + Zeiss Planar 1.4 / 50mm

Price:   SoldCamera is in excellent condition with light marks of use. Just a few marks on the bottom plate and some light marks. Clean focusing screen. Lightmeter works fine. Lens is in excellent condition with
Read moreContax S2 + Zeiss Planar 1.4 / 50mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Hasselblad 500CM + 80mm f/2.8 T* C kit,https://fotohandeldelfshaven.nl/product/hasselblad-500cm-80mm-f-2-8-t-c-kit/,"
Hasselblad 500CM + 80mm f/2.8 T* C kit

Price:   SoldCamera is in excellent condition with light marks of use. Seems lightly used with very few scratches on bottom plate. Back has fresh seals. Lens is in excellent condition with some minor dust inside. Shutter works fine at all speeds. We can rate this set 8.5 out of 10
Read moreHasselblad 500CM + 80mm f/2.8 T* C kitMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leica Leitz Summicron 1:2 / 50mm, Rigid, M",https://fotohandeldelfshaven.nl/product/leica-leitz-summicron-12-50mm-rigid-m/,"
Leica Leitz Summicron 1:2 / 50mm, Rigid, M

Price:   SoldThe lens comes in a good condition with regular signs of previous use, some marks and scratches on barrel from regular previous use and the paint fill in on the focus scale is worn away mostly. Red dot missing but dot is painted red. Smooth focus and good aperture. Good  .....
Read moreLeica Leitz Summicron 1:2 / 50mm, Rigid, MMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Nikon SP + Nikkor-S 1:1.4 / 5cm,https://fotohandeldelfshaven.nl/product/nikon-sp-nikkor-s-11-4-5cm/,"
Nikon SP + Nikkor-S 1:1.4 / 5cm

Price:   SoldNice Nikon SP set with matching black 50mm f/1.4. The lens comes in excellent condition with little signs of use and good glass. Good working aperture. Body with more wear, the camera shows obvious signs of use. The body has a dent on the rear of the camera near the  .....
Read moreNikon SP + Nikkor-S 1:1.4 / 5cmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Nikon Nikkor 35mm f/1.4 AIS,https://fotohandeldelfshaven.nl/product/nikon-nikkor-35mm-f-1-4-ais/,"
Nikon Nikkor 35mm f/1.4 AIS

Price:   SoldThe lens comes in a good condition with regular signs of previous use, some marks and scratches on barrel from regular previous use. Focus is well dampened but a bit on the heavy side. Aperture working fine. Good glass but has the usual schneideritis (white spots but not fungus) which  .....
Read moreNikon Nikkor 35mm f/1.4 AISMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Fujica GSW690,https://fotohandeldelfshaven.nl/product/fujica-gsw690/,"
Fujica GSW690

Price:   SoldThe camera comes in a good user condition. obvious sings of previous use. Some marks and scratches to body. Shutter sounds good at all times. Little bit hazy finder but still perfectly usable. Accurate rangefinder. Good lens with smooth focus. Minor marks and haze seen with strong flashlight only. We  .....
Read moreFujica GSW690MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leica Summilux 35mm f/1.4 , M",https://fotohandeldelfshaven.nl/product/leica-summilux-35mm-f-1-4-m/,"
Leica Summilux 35mm f/1.4 , M

Price:   SoldThe lens comes in a good condition with regular signs of previous use, some marks and scratches on barrel from regular previous use. Smooth focus and good aperture. Glass is in good condition, minor haze only seen with strong backlight. Some internal dust. Comes lens hood 12504. We can rate  .....
Read moreLeica Summilux 35mm f/1.4 , MMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica M7 Black chrome body,https://fotohandeldelfshaven.nl/product/leica-m7-black-chrome-body/,"
Leica M7 Black chrome body

Price:   SoldM7 body with 0.72 finder. Camera in excellent condition with light signs of use with some faint scratches to the camera body.
Read moreLeica M7 Black chrome bodyMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Mamiya 50mm f/4.5 ULD M L for RZ67, Boxed",https://fotohandeldelfshaven.nl/product/mamiya-50mm-f-4-5-uld-m-l-for-rz67-boxed/,"
Mamiya 50mm f/4.5 ULD M L for RZ67, Boxed

Price:   SoldThe lens comes in a a close to perfect condition with just minor signs of previous use, only seen upon close inspection. Smooth focus and good aperture. Glass excellent with very slight dust. Comes with original caps and box. No remarks, an excellent lens we can rate the lens 9  .....
Read moreMamiya 50mm f/4.5 ULD M L for RZ67, BoxedMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Olympus OM Zuiko 100mm f/2,https://fotohandeldelfshaven.nl/product/olympus-om-zuiko-100mm-f-2/,"
Olympus OM Zuiko 100mm f/2

Price:   SoldThe lens comes in a good condition with regular signs of previous use, some marks and scratches on barrel from regular previous use. Smooth focus and good aperture. Good glass but has some minor internal haze so we can rate the lens only 7 out of 10
Read moreOlympus OM Zuiko 100mm f/2MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Nikon FM3a + Nikkor 45mm 1:2.8P lens,https://fotohandeldelfshaven.nl/product/nikon-fm3a-nikkor-45mm-12-8p-2/,"
Nikon FM3a + Nikkor 45mm 1:2.8P lens

Price:   SoldThe kit comes in an excellent condition with just some light signs of previous use. Shutter sounds good at all times. Meter works. Good seals. Nice clean finder. Excellent lens with smooth focus and good aperture. Good glass. Comes with the hood and caps. Very nice kit we can rate  .....
Read moreNikon FM3a + Nikkor 45mm 1:2.8P lensMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Contax G2 w/ 45mm and TLA200 Kit,https://fotohandeldelfshaven.nl/product/contax-g2-w-45mm-and-tla200-kit/,"
Contax G2 w/ 45mm and TLA200 Kit

Price:   SoldContax G2 kit with 45mm and TLA200 Flash unit. Camera comes in excellent condition with regular signs of use. Electronic funtions all seem to work fine and focus works as it should. Lens is in excellent condition with good glass. Flash in good working condition with some light marks of  .....
Read moreContax G2 w/ 45mm and TLA200 KitMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Hasselblad 503CX w/ 80mm T* C Black kit,https://fotohandeldelfshaven.nl/product/hasselblad-503cx-w-80mm-t-c-black-kit/,"
Hasselblad 503CX w/ 80mm T* C Black kit

Price:   SoldCamera comes in excellent condition with normal marks of use. Back has obvious paint loss as normal with black Hasselblad parts. New seals installed in back. Lens is in excellent condition with smooth focus and shutter works on all speeds. Has Acute Matte focusing screen. We can rate this set  .....
Read moreHasselblad 503CX w/ 80mm T* C Black kitMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica M6 TTL 0.85 Black Chrome,https://fotohandeldelfshaven.nl/product/leica-m6-ttl-0-85-black-chrome/,"
Leica M6 TTL 0.85 Black Chrome

Price:   SoldCamera in excellent cosmetical condition with just light signs of previous use. but sadly has some spots on top plate, not the typical blisters but spots on the top side of the top plate. Shutter fires accurate at all speeds. Meter works. Accurate and bright rangefinder. Has 0.85 finder. Still  .....
Read moreLeica M6 TTL 0.85 Black ChromeMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Canon NEW F-1 AE finder w/ nFD 50mm f/1.4,https://fotohandeldelfshaven.nl/product/canon-new-f-1-ae-finder-w-nfd-50mm-f-1-4/,"
Canon NEW F-1 AE finder w/ nFD 50mm f/1.4

Price:   SoldA very clean NEW F-1, maybe the cleanest one we have ever seen. Camera in excellent condition with virtually no marks of use. Very faint engraving on inside film sheet holder. Shutter fires accurate at all speeds and lightmeter works fine. Lens in excellent condition both cosmetically and mechanically. We  .....
Read moreCanon NEW F-1 AE finder w/ nFD 50mm f/1.4MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Nikon FM3a body in Black,https://fotohandeldelfshaven.nl/product/nikon-fm3a-body-in-black/,"
Nikon FM3a body in Black

Price:   SoldCamera in excellent cosmetical condition with virtually no marks of use. Shutter fires accurate at all speeds and lightmeter works fine. Light dust in viewfinder. We can rate this camera 9 out of 10.
Read moreNikon FM3a body in BlackMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Rittreck 6×6 + Rittron 1:2 / 80mm lens,https://fotohandeldelfshaven.nl/product/rittreck-6x6-rittron-12-80mm-lens/,"
Rittreck 6×6 + Rittron 1:2 / 80mm lens

Price:   SoldRare 6×6 camera with fast Rittron 1:2 / 80mm lens. The lens comes in a good condition but the camera is defect. Shutter does not fire. Prism in bad shape too with black band in view.The body is sold for parts or display only. Lens in good condition. Smooth focus  .....
Read moreRittreck 6×6 + Rittron 1:2 / 80mm lensMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
MPP Micro Technical 5×4 camera + Heliar 150mm,https://fotohandeldelfshaven.nl/product/mpp-micro-technical-5x4-camera-heliar-150mm/,"
MPP Micro Technical 5×4 camera + Heliar 150mm

Price:   SoldNice technica Laternative from UK. Probably 1970s. Make VIII. The camera comes in good condition for it’s age. Movements turn smooth. Bellows seem good. Comes with 2x 4×5 sheet film holders. Rangefinder works but probably not accurate because unknown rangefinder cam. Screen intact. A nice camera kit. Lens with regular  .....
Read moreMPP Micro Technical 5×4 camera + Heliar 150mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Voigtlander Bessa II with 3.5 / 105mm Color Heliar,https://fotohandeldelfshaven.nl/product/voigtlander-bessa-ii-with-3-5-105mm-color-heliar/,"
Voigtlander Bessa II with 3.5 / 105mm Color Heliar

Price:   SoldThe camera comes in an excellent and well preserved condition. Light sings of previous use. Rangefinder seem accurate. Bright finder. Smooth focus. Shutter sounds good at all times. Bellows intact. Good glass. Comes with the Color Heliar 105mm lens. We can rate the kit 8.5 out of 10
Read moreVoigtlander Bessa II with 3.5 / 105mm Color HeliarMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Carl Zeiss Biotar 1.5 / 75mm M42,https://fotohandeldelfshaven.nl/product/carl-zeiss-biotar-1-5-75mm-m42/,"
Carl Zeiss Biotar 1.5 / 75mm M42

Price:   SoldRare lens nowadays, in excellent condition with regular signs of previous use. Smooth focus and aperture works fine. The lens has recently been serviced. Some degradation to chrome finish but still a very nice example of this lens We can rate this lens 8 out of 10.
Read moreCarl Zeiss Biotar 1.5 / 75mm M42MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Topcon Super D +  1.4/58mm Topcor and bulk film back outfit,https://fotohandeldelfshaven.nl/product/topcon-super-d-1-4-58mm-topcor-and-bulk-film-back-outfit/,"
Topcon Super D +  1.4/58mm Topcor and bulk film back outfit

Price:   SoldA beautiful kit for collection. Comes with the desired 1.4 / 58mm Topcor lens. Comes with Topcon Motor M and 250 bulk film back. The camera shutter sounds good at all times. Meter works. Smooth focus and good glass, some internal dust an dlight haze seen with strong flashlight. Motor  .....
Read moreTopcon Super D +  1.4/58mm Topcor and bulk film back outfitMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"KOWA 1:5.6 / 110mm, Kowa/SIX",https://fotohandeldelfshaven.nl/product/kowa-15-6-110mm-kowa-six/,"
KOWA 1:5.6 / 110mm, Kowa/SIX

Price:   SoldHard to find lens. Optically and mechanically all excellent with light signs of previous use. Focus smooth and aperture snappy. Clean optics. We can rate this lens 8 out of 10.
Read moreKOWA 1:5.6 / 110mm, Kowa/SIXMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leitz Hektor 1:1.9 / 7,3cm, Leica screw mount",https://fotohandeldelfshaven.nl/product/leitz-hektor-11-9-73cm-leica-screw-mount/,"
Leitz Hektor 1:1.9 / 7,3cm, Leica screw mount

Price:   SoldAn exellent copy of the Hektor 73mm lens. Chrome band version from 1937. The focus tunrs smoothly. Good aperture and excellent glass, few minor marks. No haze or problems. Some regular sings of previous use. A nice copy we can rate 8 out of 10
Read moreLeitz Hektor 1:1.9 / 7,3cm, Leica screw mountMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Kodak Aero-Ektar 178mm f/2.5 Large format lens,https://fotohandeldelfshaven.nl/product/kodak-aero-ektar-178mm-f-2-5-large-format-lens/,"
Kodak Aero-Ektar 178mm f/2.5 Large format lens

Price:   SoldSought after high speed lens for large format. Covers 4x5inch and often used on Speed Graphic cameras as these have internal shutter. Amazing bokeh! The lens comes in a worn condition. Heavy signs of previous use. Some pitting to glass, few light coating scratches and internal dirt but still produces  .....
Read moreKodak Aero-Ektar 178mm f/2.5 Large format lensMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Canon FD TS 35mm f/2.8 S.S.C. Tilt Shift w/ EF mount,https://fotohandeldelfshaven.nl/product/canon-fd-ts-35mm-f-2-8-s-s-c-tilt-shift-w-ef-mount/,"
Canon FD TS 35mm f/2.8 S.S.C. Tilt Shift w/ EF mount

Price:   SoldAn excellent copy of the Canon Tilt shift 35mm lens. This copy has the EF mount modification though the original mount is still present. Comes with the hood and case and extender. Smooth movements. All functions well. Glass excellent and just light sings of previous use .A very nice copy  .....
Read moreCanon FD TS 35mm f/2.8 S.S.C. Tilt Shift w/ EF mountMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Mamiya 645 Pro TL + Mamiya 2.8 / 80mm, Boxed",https://fotohandeldelfshaven.nl/product/mamiya-645-pro-tl-mamiya-2-8-80mm-boxed/,"
Mamiya 645 Pro TL + Mamiya 2.8 / 80mm, Boxed

Price:   SoldThe camera comes in excellent and working condition. Has the metered prism finder. 120 film magazine and 2.8 / 80mm N lens with grip. It comes with the original packaging. All works as should. Great kit we can rate 8.5 out of 10
Read moreMamiya 645 Pro TL + Mamiya 2.8 / 80mm, BoxedMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Nikon F plain prism w/ 28mm f/3.5 non-ai + F36 Motor set,https://fotohandeldelfshaven.nl/product/nikon-f-plain-prism-w-28mm-f-3-5-non-ai-f36-motor-set/,"
Nikon F plain prism w/ 28mm f/3.5 non-ai + F36 Motor set

Price:   SoldVery nice set with plain prism. Apollo version body and F36 motor. Motor is in like new condition with just minor marks of storage/use. Battery compartment has had some leakage and we couldn’t get the motor to work. F36 motor drive box is included and also the original film back  .....
Read moreNikon F plain prism w/ 28mm f/3.5 non-ai + F36 Motor setMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Nikon FM3a body in Black, Boxed",https://fotohandeldelfshaven.nl/product/nikon-fm3a-body-in-black-boxed/,"
Nikon FM3a body in Black, Boxed

Price:   SoldThe camera comes in a good working but used condition. All functions work as should. Some marks and brassing to housing. Comes with original box. We can rate the camera 7.5 out of 10
Read moreNikon FM3a body in Black, BoxedMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leitz Summarit f=5cm 1:1.5, Leica Screw mount",https://fotohandeldelfshaven.nl/product/leitz-summarit-f5cm-11-5-leica-screw-mount/,"
Leitz Summarit f=5cm 1:1.5, Leica Screw mount

Price:   SoldAn excellent example of the Summarit lens. These are very prone to haze and coating marks from cleaning. Coating is very soft on these lenses. This copy has both but just very light and seen upon close inspection only. Some internal dust. Good appearance. Smooth focus and aperture. We can  .....
Read moreLeitz Summarit f=5cm 1:1.5, Leica Screw mountMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Contax 21mm + Finder,https://fotohandeldelfshaven.nl/product/contax-21mm-finder/,"
Contax 21mm + Finder

Price:   SoldThe lens comes in an excellent condition with just very light signs of previous use. Comes with the finder and leather case in original box. Glass excellent. All mechanics work perfectly. We can rate het lens 9 out of 10
Read moreContax 21mm + FinderMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Contax G2 black + Zeiss Planar 2 / 45mm,https://fotohandeldelfshaven.nl/product/contax-g2-black-zeiss-planar-2-45mm/,"
Contax G2 black + Zeiss Planar 2 / 45mm

Price:   SoldHard to find in black. Recently film tested but this copy has a remark. The close focus is very hard to set. Probably a problem with the IR autofocus system. For regular pictures from 1meter to infinity it works fine in most occasions. A great user kit except from the  .....
Read moreContax G2 black + Zeiss Planar 2 / 45mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Leitz Summilux-M 1:1.4 / 35mm v2,https://fotohandeldelfshaven.nl/product/leica-leitz-summilux-m-11-4-35mm-v2/,"
Leica Leitz Summilux-M 1:1.4 / 35mm v2

Price:   SoldThe lens comes in excellent condition with just light signs of previous use. Smooth focus and good aperture. Glass excellent. Late type II version Summilux 35 which was made in Germany. Comes with the hood (light bump to hood). We can rate the lens 9 out of 10, a great  .....
Read moreLeica Leitz Summilux-M 1:1.4 / 35mm v2MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leitz Hektor 1.9 / 7.3cm, Leica screw mount",https://fotohandeldelfshaven.nl/product/leitz-hektor-1-9-7-3cm-leica-screw-mount/,"
Leitz Hektor 1.9 / 7.3cm, Leica screw mount

Price:   SoldEarly Hektor 1.9 / 7,3cm lens from the early 1930s. Fair condition. Marks and paint loss to barrel. Smooth foucs and good aperture. Glass with some natural occuring bubbles and light cleaning scratches. We can rate it 6.5 out of 10
Read moreLeitz Hektor 1.9 / 7.3cm, Leica screw mountMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Leica M6 Titan body, Boxed",https://fotohandeldelfshaven.nl/product/leica-m6-titan-body-boxed/,"
Leica M6 Titan body, Boxed

Price:   SoldNice titan version of M6 with special leatherette. The camera comes boxed and just have some light signs of previous use. Few light marks. Some marks around strap lugs and bottom plate. Shutter sounds good at all times. Bright finder. Accurate rangefinder. Meter works. A great camera. Engravings on top  .....
Read moreLeica M6 Titan body, BoxedMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Robot + Rodenstock Heligon 1.9 / 4cm lens,https://fotohandeldelfshaven.nl/product/robot-rodenstock-heligon-1-9-4cm-lens/,"
Robot + Rodenstock Heligon 1.9 / 4cm lens

Price:   SoldA common Robot camera with working shutter with a rare rodenstock lens. Lens in fair condition. Some light haze and few marks. Focus turns smooth and aperture works as should. We can rate the kit 7 out of 10
Read moreRobot + Rodenstock Heligon 1.9 / 4cm lensMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Angenieux Paris M2 1:1.1 / 28mm Arriflex,https://fotohandeldelfshaven.nl/product/angenieux-paris-m2-11-1-28mm-arriflex/,"
Angenieux Paris M2 1:1.1 / 28mm Arriflex

Price:   SoldThe lens shows regular signs of use. Focus turns smoothly. Aperture works correctly. Good glass. Some oil on blades which won’t affect operation. We can rate it 7.5 out of 10.
Read moreAngenieux Paris M2 1:1.1 / 28mm ArriflexMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Nikon Ultra-Micro-Nikkor 1:2 / 55mm lens,https://fotohandeldelfshaven.nl/product/nikon-ultra-micro-nikkor-12-55mm/,"
Nikon Ultra-Micro-Nikkor 1:2 / 55mm lens

Price:   SoldA very rare macro lens with 35mm format coverage and very high resolution. It comes with an adapter for use on Bronica S2a focus mounts. The lens comes in a good condition with some regular sings of previous use. Has no focus mechanism by itself. Good aperture. Glass excellent except  .....
Read moreNikon Ultra-Micro-Nikkor 1:2 / 55mm lensMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Dallmeyer 4D patent, 430mm",https://fotohandeldelfshaven.nl/product/dallmeyer-4d-patent-430mm/,"
Dallmeyer 4D patent, 430mm

Price:   SoldA relatively small petzval-relative lens for it’s focal lenght. According to literature these are f/6 with a focal lenght of 430mm 17”. This copy copes with original set of waterhouse stops but without flange. The glass is excellent, few minor marks. Barrel shows heavy patina. Marks to brass. Lens elements  .....
Read moreDallmeyer 4D patent, 430mmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Rollei Makro-Planar 4 / 120 HFT for SL66,https://fotohandeldelfshaven.nl/product/rollei-makro-planar-4-120-hft-for-sl66/,"
Rollei Makro-Planar 4 / 120 HFT for SL66

Price:   SoldLate Makro-Planar f/4.0 for SL-66SE (also fits earlier). Just minimal signs of previous use. Aperture turns smoothly. Glass all excellent, minor part of haze on edge of 1 inner element. Really light. I wonder if the lens has ever been used. We can rate it 9 out of 10
Read moreRollei Makro-Planar 4 / 120 HFT for SL66MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Dallmeyer 1B,https://fotohandeldelfshaven.nl/product/dallmeyer-1b/,"
Dallmeyer 1B

Price:   SoldThese early Dallmeyers where not yet marked as 1B. Only JH Dallmeyer London and the serial number. Glass diameter app. 50mm. Focal lenght 150mm. Aperture f/3. The dallmeyer archives indeed list this serial as a 1B. Nice short focal lenght Petzval style lens. Hood, flange and stops missing.Overall worn condition.  .....
Read moreDallmeyer 1BMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Voigtlander Prominent + Nokton 1.5 / 5cm,https://fotohandeldelfshaven.nl/product/voigtlander-prominent-nokton-1-5-5cm/,"
Voigtlander Prominent + Nokton 1.5 / 5cm

Price:   SoldA good and working camera with regular sings of previous use. Some marks and scratches and light loss of paint but still good looking considering it’s age. Shutter sounds good at all times. Rangefinder seem accurate. Smooth focus. All seem to work smoothly. Desired Nokton 1.5/50mm lens with excellent glass  .....
Read moreVoigtlander Prominent + Nokton 1.5 / 5cmMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"Nikon FM3a body, black",https://fotohandeldelfshaven.nl/product/nikon-fm3a-body-black/,"
Nikon FM3a body, black

Price:   SoldA beautiful Nikon FM3a in black. The camera comes in excellent and fully working condition. Just light sings of previous use. Few slight scratches to bottom plate. Nice clean and clear finder. Shutter sounds good at all times. Meter works. Good seals. An excellent example we can rate 9 out  .....
Read moreNikon FM3a body, blackMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Nikon F3/T + Nikkor 1.8 / 50mm Ais,https://fotohandeldelfshaven.nl/product/nikon-f3-t-nikkor-1-8-50mm-ais/,"
Nikon F3/T + Nikkor 1.8 / 50mm Ais

Price:   SoldThe camera comes in working condition but has a worn appearance. Shutter sounds good. Meter works. Body with marks and paint loss. Nice bright HP finder. Few internal dust specs in finder. Good seals. Excellent lens with light sings of previous use. This has the slim version 1.8/50mm AI-s. We  .....
Read moreNikon F3/T + Nikkor 1.8 / 50mm AisMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
"KERN 1:2 / 12,5-100mm + Aspheron C-Mount",https://fotohandeldelfshaven.nl/product/kern-12-125-100mm-aspheron-c-mount/,"
KERN 1:2 / 12,5-100mm + Aspheron C-Mount

Price:   SoldVery hard to find lens with the C-mount. Upon the best zoom lenses you can find for your Bolex. It comes with the dedicated Aspheron 6.5mm wide converter as well. The lens is in good condition with regular sings of previous use. Smooth focus and zoom. Focus slightly irregular. Aperture  .....
Read moreKERN 1:2 / 12,5-100mm + Aspheron C-MountMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Leitz Summicron-R 1:2 / 90mm E55 3-cam,https://fotohandeldelfshaven.nl/product/leica-leitz-summicron-r-12-90mm-e55-3-cam/,"
Leica Leitz Summicron-R 1:2 / 90mm E55 3-cam

Price:   SoldAn excellent late copy of 2 / 90mm with E55 filter screw size. Glass excellent. Some light sings of previous use. Focus turns smoothly, well damped but on the heavy side. Aperture works correctly. We can rate the lens 8.5 out of 10
Read moreLeica Leitz Summicron-R 1:2 / 90mm E55 3-camMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Canon lens 100mm f:2 in Leica screw mount,https://fotohandeldelfshaven.nl/product/canon-lens-100mm-f2-in-leica-screw-mount/,"
Canon lens 100mm f:2 in Leica screw mount

Price:   SoldThe lens comes in a good condition but seem externally dirty. It will benifit from good external cleaning. The focus turns smooth. The aperture turns heavy. Good glass. Few minor marks and some internal dust. Rather scarce example for Canon rangefinder in Leica screw mount. We can rate it 7  .....
Read moreCanon lens 100mm f:2 in Leica screw mountMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Contax Distagon 3.5 / 35mm T* for Contax 645,https://fotohandeldelfshaven.nl/product/contax-distagon-3-5-35mm-t-for-contax-645/,"
Contax Distagon 3.5 / 35mm T* for Contax 645

Price:   SoldThe lens comes in a good condition with some regular sing of previous use. The focus and aperture work correclty. Good glass. Lens housubg with some marks and paint loss. Comes without hood but with caps. We can rate it 8 out of 10
Read moreContax Distagon 3.5 / 35mm T* for Contax 645MaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica R3 Safari + Summilux-R 1.4 / 50mm 3-cam,https://fotohandeldelfshaven.nl/product/leica-r3-safari-summilux-r-1-4-50mm-3-cam/,"
Leica R3 Safari + Summilux-R 1.4 / 50mm 3-cam

Price:   SoldNice green kit with a great lens. The lens comes in a good condition with regular signs of previous use. Glass excellent. Focus bit heavy. Good aperture. Some marks and paint loss to lens housing. And red dot missing. The body has some marks and scracthes and some paint loss.  .....
Read moreLeica R3 Safari + Summilux-R 1.4 / 50mm 3-camMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Hasselblad 500C/M kit Boxed,https://fotohandeldelfshaven.nl/product/hasselblad-500c-m-kit-boxed/,"
Hasselblad 500C/M kit Boxed

Price:   SoldNice kit with original box. Comes with T* Planar 2.8 / 80mm lens. A12 film back. Screen with split image. Ready to use. The camera shows some regular signs of previous use. A12 film back with fresh seals. Shutter on lens sounds good also at slower speeds. The focus turn  .....
Read moreHasselblad 500C/M kit BoxedMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Leitz Summilux 1.4 / 35mm M3 version,https://fotohandeldelfshaven.nl/product/leica-leitz-summilux-1-4-35mm-m3-version/,"
Leica Leitz Summilux 1.4 / 35mm M3 version

Price:   SoldThe Summilux 35mm for M3 with the specs and infinity lock is not often found. In good condition for it’s age but some remarks. It shows it’s age with some obvious signs of previous use. Some paint loss and marks on lens housing .would benifit from external cleaning. The focus  .....
Read moreLeica Leitz Summilux 1.4 / 35mm M3 versionMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
Leica Minilux,https://fotohandeldelfshaven.nl/product/leica-minilux/,"
Leica Minilux

Price:   SoldOne of the most popular compact cameras. This minilux has the 2.4/40mm Summarit lens. The camera comes in good condition with some light signs of previous use. Some light marks and scratches to body. Good lens. All seem to be in excellent working condition. We can rate it 8.5 out  .....
Read moreLeica MiniluxMaartenJanuary 20, 2021May 2, 2023",Price:   Sold
